package_id,record_type,upstream_step_id,step_id,domain,question_id,scenario_id,evidence_role,inclusion_status,seed,friction,forecaster_id,interface_id,forecast_metric,target_metric,executed_metric,target_executed_gap,flip_count,flip_rate,kendall_tau_b,spearman_rho,source_file,is_locked_source
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,20,0.25,noisy_overreactive,responsive,-0.101666712510332,-0.2001010786253348,-0.2001010786253348,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,20,0.25,noisy_overreactive,tempered,-0.101666712510332,-0.2001010786253348,-0.0278633894515861,-0.1722376891737486,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,21,0.25,noisy_overreactive,responsive,-0.1060503374873485,-0.1745650675317021,-0.1745650675317021,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,21,0.25,noisy_overreactive,tempered,-0.1060503374873485,-0.1745650675317021,-0.0301263577549255,-0.1444387097767765,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,22,0.25,noisy_overreactive,responsive,-0.0945389686175497,-0.1847671554509017,-0.1847671554509017,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,22,0.25,noisy_overreactive,tempered,-0.0945389686175497,-0.1847671554509017,-0.0293274964499243,-0.1554396590009773,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,23,0.25,noisy_overreactive,responsive,-0.0986508498610944,-0.1961476664913534,-0.1961476664913534,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,23,0.25,noisy_overreactive,tempered,-0.0986508498610944,-0.1961476664913534,-0.0298375196548266,-0.1663101468365268,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,24,0.25,noisy_overreactive,responsive,-0.1707516090239627,-0.2217725762087588,-0.2217725762087588,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,24,0.25,noisy_overreactive,tempered,-0.1707516090239627,-0.2217725762087588,-0.0464908387755534,-0.1752817374332054,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,25,0.25,noisy_overreactive,responsive,-0.0955696375660804,-0.1882105714242909,-0.1882105714242909,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,25,0.25,noisy_overreactive,tempered,-0.0955696375660804,-0.1882105714242909,-0.0297814719582933,-0.1584290994659976,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,26,0.25,noisy_overreactive,responsive,-0.1240297543757106,-0.2238919253589552,-0.2238919253589552,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,26,0.25,noisy_overreactive,tempered,-0.1240297543757106,-0.2238919253589552,-0.0280608997300902,-0.195831025628865,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,27,0.25,noisy_overreactive,responsive,-0.098836519845689,-0.1997967287722613,-0.1997967287722613,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,27,0.25,noisy_overreactive,tempered,-0.098836519845689,-0.1997967287722613,-0.0243138293113945,-0.1754828994608668,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,28,0.25,noisy_overreactive,responsive,-0.1953106960139761,-0.2155326456722103,-0.2155326456722103,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
